Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,AR 4-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted AR 6-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in AR 6-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
373,4,0,0,0,0,0.8,4,0,0.006227501038762,0.004034052757533,-0.022664318050923,-0.824372640599591,0,0,0,0,0.006227501038762,0.004034052757533,-0.022664318050923,-0.024372640599591,0,0,0,0
374,4,0,0,0,0,0.8,4,0,-0.001019467090883,-0.022258743836895,0.006045751401636,-0.818540184166193,0,0,0,0,-0.001019467090883,-0.022258743836895,0.006045751401636,-0.018540184166193,0,0,0,0
375,4,0,0,0,0,0.8,4,0,-0.004876407579068,0.012551931807196,0.014488391107831,-0.782898113360316,0,0,0,0,-0.004876407579068,0.012551931807196,0.014488391107831,0.017101886639684,0,0,0,0
376,4,0,0,0,0,0.8,4,0,-0.030391893894024,-0.029815601572055,0.021790236347204,-0.801114184882762,0,0,0,0,-0.030391893894024,-0.029815601572055,0.021790236347204,-0.001114184882762,0,0,0,0
377,4,0,0,0,0,0.8,4,0,-0.010157051392729,-0.02504385341062,0.020098063007684,-0.773087583588626,0,0,0,0,-0.010157051392729,-0.02504385341062,0.020098063007684,0.026912416411374,0,0,0,0
378,4,0,0,0,0,0.8,4,0,-0.001975226605438,0.044469955488319,0.021796023108877,-0.732574530397207,0,0,0,0,-0.001975226605438,0.044469955488319,0.021796023108877,0.067425469602793,0,0,0,0
379,4,0,0,0,0,0.8,4,0,-0.028252669603454,-0.019862187355326,0.006261366920545,-0.802103950701322,0,0,0,0,-0.028252669603454,-0.019862187355326,0.006261366920545,-0.002103950701322,0,0,0,0
380,4,0,0,0,0,0.8,4,0,0.021539299380158,0.016620821889646,0.031753327750931,-0.811329577138321,0,0,0,0,0.021539299380158,0.016620821889646,0.031753327750931,-0.011329577138321,0,0,0,0
381,4,0,0,0,0,0.8,4,0,-0.013532084552618,0.016190834334542,0.001422413829268,-0.795081832221068,0,0,0,0,-0.013532084552618,0.016190834334542,0.001422413829268,0.004918167778932,0,0,0,0
382,4,0,0,0,0,0.8,4,0,-0.028689389305564,-0.001191204119412,-0.037087017620105,-0.819573800501888,0,0,0,0,-0.028689389305564,-0.001191204119412,-0.037087017620105,-0.019573800501888,0,0,0,0
383,4,0,0,0,0,0.8,4,0,0.001301979536854,-0.026808475018598,-0.032308874062036,-0.798948452573358,0,0,0,0,0.001301979536854,-0.026808475018598,-0.032308874062036,0.001051547426642,0,0,0,0
384,4,0,0,0,0,0.8,4,0,-0.024342294741516,-0.003125534036841,0.006411112245572,-0.798122597566549,0,0,0,0,-0.024342294741516,-0.003125534036841,0.006411112245572,0.001877402433451,0,0,0,0
385,4,0,0,0,0,0.8,4,0,0.009667466819039,-0.02253610802965,0.016667746815199,-0.791216563553011,0,0,0,0,0.009667466819039,-0.02253610802965,0.016667746815199,0.008783436446989,0,0,0,0
386,4,0,0,0,0,0.8,4,0,-0.019703296929496,0.004909451442259,0.013145880193806,-0.813902048833372,0,0,0,0,-0.019703296929496,0.004909451442259,0.013145880193806,-0.013902048833372,0,0,0,0
387,4,0,0,0,0,0.8,4,0,-0.005990623461717,-0.025853257929039,-0.00252139503696,-0.797839353304171,0,0,0,0,-0.005990623461717,-0.025853257929039,-0.00252139503696,0.002160646695829,0,0,0,0
388,4,0,0,0,0,0.8,4,0,-0.027376727382891,0.004082052334774,0.001545827385242,-0.824879899852573,0,0,0,0,-0.027376727382891,0.004082052334774,0.001545827385242,-0.024879899852573,0,0,0,0
389,4,0,0,0,0,0.8,4,0,-0.010380316471282,-0.00844653647605,-0.023063956745854,-0.830888492355631,0,0,0,0,-0.010380316471282,-0.00844653647605,-0.023063956745854,-0.030888492355631,0,0,0,0
390,4,0,0,0,0,0.8,4,0,0.017206021391573,-0.009451874774487,0.01566278788064,-0.819612468256206,0,0,0,0,0.017206021391573,-0.009451874774487,0.01566278788064,-0.019612468256206,0,0,0,0
391,4,0,0,0,0,0.8,4,0,0.010259042465505,0.02011470368037,-0.002052402156283,-0.763213716046726,0,0,0,0,0.010259042465505,0.02011470368037,-0.002052402156283,0.036786283953274,0,0,0,0
392,4,0,0,0,0,0.8,4,0,-0.03775017261492,-0.01186844599441,0.017204760279427,-0.799499092129353,0,0,0,0,-0.03775017261492,-0.01186844599441,0.017204760279427,0.000500907870647,0,0,0,0
393,4,0,0,0,0,0.8,4,0,-0.032350506332071,-0.024998987371493,-0.005678329628039,-0.789926873986377,0,0,0,0,-0.032350506332071,-0.024998987371493,-0.005678329628039,0.010073126013624,0,0,0,0
394,4,0,0,0,0,0.8,4,0,-0.012298112522541,0.02960875554267,-0.025330282594578,-0.820086923947679,0,0,0,0,-0.012298112522541,0.02960875554267,-0.025330282594578,-0.020086923947679,0,0,0,0
395,4,0,0,0,0,0.8,4,0,-0.031636017341527,0.001660804958891,-0.007292066106559,-0.80695542109723,0,0,0,0,-0.031636017341527,0.001660804958891,-0.007292066106559,-0.00695542109723,0,0,0,0
396,4,0,0,0,0,0.8,4,0,0.004585903690335,0.014724482450137,0.007151003648407,-0.795064608673117,0,0,0,0,0.004585903690335,0.014724482450137,0.007151003648407,0.004935391326883,0,0,0,0
397,4,0,0,0,0,0.8,4,0,0.016172598894269,-0.001244647980423,-0.016904102503041,-0.767704181784759,0,0,0,0,0.016172598894269,-0.001244647980423,-0.016904102503041,0.032295818215241,0,0,0,0
398,4,0,0,0,0,0.8,4,0,0.016244356095531,-0.005308089573739,-0.009322478016177,-0.772078426911512,0,0,0,0,0.016244356095531,-0.005308089573739,-0.009322478016177,0.027921573088489,0,0,0,0
399,4,0,0,0,0,0.8,4,0,-0.011637603716968,0.019914948015581,0.007560733463578,-0.751129998564713,0,0,0,0,-0.011637603716968,0.019914948015581,0.007560733463578,0.048870001435287,0,0,0,0
400,4,0,0,0,0,0.8,4,0,-0.01643464289337,-0.008932347476699,0.028503069503218,-0.797633462178382,0,0,0,0,-0.01643464289337,-0.008932347476699,0.028503069503218,0.002366537821618,0,0,0,0
401,4,0,0,0,0,0.8,4,0,-0.011790320480404,-0.043655770472274,0.015867596377999,-0.79927562520543,0,0,0,0,-0.011790320480404,-0.043655770472274,0.015867596377999,0.00072437479457,0,0,0,0
402,4,0,0,0,0,0.8,4,0,-0.029468896519726,-0.029702005162772,-0.028963201063883,-0.814320729735633,0,0,0,0,-0.029468896519726,-0.029702005162772,-0.028963201063883,-0.014320729735633,0,0,0,0
403,4,0,0,0,0,0.8,4,0,-0.026588262365457,0.014649005521081,0.001307273856317,-0.80108132257333,0,0,0,0,-0.026588262365457,0.014649005521081,0.001307273856317,-0.00108132257333,0,0,0,0
404,4,0,0,0,0,0.8,4,0,-0.021948290343171,-0.003747432647219,0.013449624777164,-0.796057065376214,0,0,0,0,-0.021948290343171,-0.003747432647219,0.013449624777164,0.003942934623786,0,0,0,0
405,4,0,0,0,0,0.8,4,0,-0.008886100424749,0.008416620143574,0.030237312025077,-0.774219035890592,0,0,0,0,-0.008886100424749,0.008416620143574,0.030237312025077,0.025780964109409,0,0,0,0
406,4,0,0,0,0,0.8,5,0,0.042378504610804,0.00555736387585,0.033589355567189,-0.766226460831232,0.092358322538068,0,0,0,0.042378504610804,0.00555736387585,0.033589355567189,0.033773539168768,0.092358322538068,0,0,0
407,4,0,0,0,0,0.8,4,0,-0.012225110233952,-0.007920076544924,-0.00985055929085,-0.764307271591356,0,0,0,0,-0.012225110233952,-0.007920076544924,-0.00985055929085,0.035692728408644,0,0,0,0
408,4,0,0,0,0,0.8,6,2,0.967294406908763,-1.01025154712159,0.044319596882736,-0.835662619808922,0.785881460062794,-0.769464384287257,-0.948944737086662,0.966649429070414,0.967294406908763,-1.01025154712159,0.044319596882736,-0.035662619808922,0.785881460062794,-0.769464384287257,0.948944737086662,-0.966649429070414
409,4,0,0,0,0,0.8,4,0,0.004431678931555,-0.02164612437861,0.006304823607578,-0.772401760625253,0,0,0,0,0.004431678931555,-0.02164612437861,0.006304823607578,0.027598239374747,0,0,0,0
410,4,0,0,0,0,0.8,4,0,0.021132102410618,0.005141961185985,0.009082217395677,-0.809734398754964,0,0,0,0,0.021132102410618,0.005141961185985,0.009082217395677,-0.009734398754965,0,0,0,0
411,4,0,0,0,0,0.8,4,0,0.00076918480566,-0.013147935699906,-0.001464279241386,-0.822587675099978,0,0,0,0,0.00076918480566,-0.013147935699906,-0.001464279241386,-0.022587675099978,0,0,0,0
412,4,0,0,0,0,0.8,4,0,-0.034984510218799,-0.003385255631252,-0.02138493758747,-0.762629630348238,0,0,0,0,-0.034984510218799,-0.003385255631252,-0.02138493758747,0.037370369651762,0,0,0,0
413,4,0,0,0,0,0.8,4,0,0.006162508244005,0.023275125960381,-0.015439149803259,-0.813574461052844,0,0,0,0,0.006162508244005,0.023275125960381,-0.015439149803259,-0.013574461052844,0,0,0,0
414,4,0,0,0,0,0.8,4,0,0.009121027721506,0.007171648725038,-0.030730299813902,-0.789956861843907,0,0,0,0,0.009121027721506,0.007171648725038,-0.030730299813902,0.010043138156093,0,0,0,0
415,4,0,0,0,0,0.8,4,0,-0.019065171481876,-0.016439569794968,-0.01298897276676,-0.798709428605401,0,0,0,0,-0.019065171481876,-0.016439569794968,-0.01298897276676,0.001290571394599,0,0,0,0
416,4,0,0,0,0,0.8,4,0,0.019457402282391,0.021982958880018,-0.013919087301016,-0.804027783607662,0,0,0,0,0.019457402282391,0.021982958880018,-0.013919087301016,-0.004027783607663,0,0,0,0
417,4,0,0,0,0,0.8,4,0,-0.024565466588878,-0.012207806706174,0.009004410466389,-0.763252164952106,0,0,0,0,-0.024565466588878,-0.012207806706174,0.009004410466389,0.036747835047894,0,0,0,0
418,4,0,0,0,0,0.8,4,0,0.02589609743078,-0.041557938678339,0.019013354049926,-0.785262194108819,0,0,0,0,0.02589609743078,-0.041557938678339,0.019013354049926,0.014737805891182,0,0,0,0
419,4,0,0,0,0,0.8,4,0,0.003617297523266,0.004476688341767,0.009853404124247,-0.766986188252101,0,0,0,0,0.003617297523266,0.004476688341767,0.009853404124247,0.033013811747899,0,0,0,0
420,4,0,0,0,0,0.8,4,0,-0.019225399827959,0.022827616445346,-0.034478827837178,-0.792343909742821,0,0,0,0,-0.019225399827959,0.022827616445346,-0.034478827837178,0.007656090257179,0,0,0,0
421,4,0,0,0,0,0.8,4,0,0.029110736706444,-0.01061092632569,-0.000307693675342,-0.831717693807996,0,0,0,0,0.029110736706444,-0.01061092632569,-0.000307693675342,-0.031717693807996,0,0,0,0
422,4,0,0,0,0,0.8,4,0,0.01083737710273,-0.010922991943526,0.016276399671823,-0.776473171333875,0,0,0,0,0.01083737710273,-0.010922991943526,0.016276399671823,0.023526828666125,0,0,0,0
423,4,0,0,0,0,0.8,4,0,-0.011784662096181,-0.019489027015758,0.013765924406917,-0.803705586190315,0,0,0,0,-0.011784662096181,-0.019489027015758,0.013765924406917,-0.003705586190315,0,0,0,0
424,4,0,0,0,0,0.8,4,0,-0.01844391125058,-0.007007620927988,-0.000997106481014,-0.786042491644056,0,0,0,0,-0.01844391125058,-0.007007620927988,-0.000997106481014,0.013957508355944,0,0,0,0
425,4,0,0,0,0,0.8,4,0,0.011862144276195,-0.000731954071219,0.015615094939398,-0.825932259530134,0,0,0,0,0.011862144276195,-0.000731954071219,0.015615094939398,-0.025932259530134,0,0,0,0
426,4,0,0,0,0,0.8,4,0,0.009166283057066,-0.019571652441267,-0.020913790261271,-0.788548074352116,0,0,0,0,0.009166283057066,-0.019571652441267,-0.020913790261271,0.011451925647884,0,0,0,0
427,4,0,0,0,0,0.8,4,0,0.014106105986037,-0.036496433343092,0.005960232362292,-0.801643675114621,0,0,0,0,0.014106105986037,-0.036496433343092,0.005960232362292,-0.001643675114621,0,0,0,0
428,4,0,0,0,0,0.8,6,2,-0.574745555258575,-0.912414038005247,0.037271648290262,-0.791574397333743,-0.461367135702893,-0.790799380081988,0.622432351531091,0.92386764686293,-0.574745555258575,-0.912414038005247,0.037271648290262,0.008425602666257,-0.461367135702893,-0.790799380081988,-0.622432351531091,-0.92386764686293
429,4,0,0,0,0,0.8,4,0,0.007991920324017,0.001993936383065,-0.003320324063582,-0.809036971245947,0,0,0,0,0.007991920324017,0.001993936383065,-0.003320324063582,-0.009036971245947,0,0,0,0
430,4,0,0,0,0,0.8,4,0,-0.000368378756659,0.025383774407677,-0.008821831349126,-0.800995652963929,0,0,0,0,-0.000368378756659,0.025383774407677,-0.008821831349126,-0.000995652963929,0,0,0,0
431,4,0,0,0,0,0.8,4,0,0.012105179343865,0.010516843566893,0.011702220071895,-0.814121508443086,0,0,0,0,0.012105179343865,0.010516843566893,0.011702220071895,-0.014121508443086,0,0,0,0
432,4,0,0,0,0,0.8,4,0,-0.030264925730827,0.001693749273985,-0.015278568854007,-0.802075013258808,0,0,0,0,-0.030264925730827,0.001693749273985,-0.015278568854007,-0.002075013258808,0,0,0,0
433,4,0,0,0,0,0.8,4,0,0.00671197986605,-0.016288274031845,-0.026544617345867,-0.78304157167255,0,0,0,0,0.00671197986605,-0.016288274031845,-0.026544617345867,0.01695842832745,0,0,0,0
434,4,0,0,0,0,0.8,4,0,0.004119163061819,0.010364940666639,-0.004560979800476,-0.811919003650036,0,0,0,0,0.004119163061819,0.010364940666639,-0.004560979800476,-0.011919003650036,0,0,0,0
435,4,0,0,0,0,0.8,4,0,-0.011000013266436,-0.0102169812894,0.004650033826494,-0.812284139619082,0,0,0,0,-0.011000013266436,-0.0102169812894,0.004650033826494,-0.012284139619082,0,0,0,0
436,4,0,0,0,0,0.8,4,0,-0.008254081437417,0.01797433798293,0.0160464863612,-0.795680336424673,0,0,0,0,-0.008254081437417,0.01797433798293,0.0160464863612,0.004319663575327,0,0,0,0
437,4,0,0,0,0,0.8,4,0,0.021097976296502,-0.006889352198179,-0.015502881362923,-0.825397781092635,0,0,0,0,0.021097976296502,-0.006889352198179,-0.015502881362923,-0.025397781092635,0,0,0,0
438,4,0,0,0,0,0.8,4,0,0.01016075748175,0.016925924311809,0.013659330671056,-0.819896446333525,0,0,0,0,0.01016075748175,0.016925924311809,0.013659330671056,-0.019896446333525,0,0,0,0
439,4,0,0,0,0,0.8,4,0,-0.003021048831677,-0.018333201080874,-0.028822573758706,-0.782071690481301,0,0,0,0,-0.003021048831677,-0.018333201080874,-0.028822573758706,0.017928309518699,0,0,0,0
440,4,0,0,0,0,0.8,4,0,0.01201806015469,-0.034839182955117,-0.003978571077345,-0.783035811921633,0,0,0,0,0.01201806015469,-0.034839182955117,-0.003978571077345,0.016964188078367,0,0,0,0
441,4,0,0,0,0,0.8,4,0,0.001393008754744,-0.002240538480317,0.017306432767406,-0.806982904054611,0,0,0,0,0.001393008754744,-0.002240538480317,0.017306432767406,-0.006982904054611,0,0,0,0
442,4,0,0,0,0,0.8,4,0,-0.036090104006568,0.020285727385632,0.024743730696345,-0.814432568440884,0,0,0,0,-0.036090104006568,0.020285727385632,0.024743730696345,-0.014432568440885,0,0,0,0
443,4,0,0,0,0,0.8,4,0,0.02814785647291,0.00792929950167,0.030706712576889,-0.802980248344355,0,0,0,0,0.02814785647291,0.00792929950167,0.030706712576889,-0.002980248344355,0,0,0,0
444,4,0,0,0,0,0.8,4,0,-0.019475204803447,0.008883193688938,0.005298119644095,-0.782687243894069,0,0,0,0,-0.019475204803447,0.008883193688938,0.005298119644095,0.017312756105931,0,0,0,0
445,4,0,0,0,0,0.8,4,0,0.005388000904875,0.00635520964595,-0.0165778845915,-0.817056686116973,0,0,0,0,0.005388000904875,0.00635520964595,-0.0165778845915,-0.017056686116973,0,0,0,0
446,4,0,0,0,0,0.8,4,0,0.00225743657019,0.000386281387717,0.008833086909615,-0.792640816856341,0,0,0,0,0.00225743657019,0.000386281387717,0.008833086909615,0.007359183143659,0,0,0,0
447,4,0,0,0,0,0.8,4,0,-0.001573346746723,0.020351739458781,-0.013118250449165,-0.820734543264981,0,0,0,0,-0.001573346746723,0.020351739458781,-0.013118250449165,-0.020734543264981,0,0,0,0
448,4,0,0,0,0,0.8,4,0,-0.009232633799677,-0.012048157253237,-0.005868506415712,-0.802307726513277,0,0,0,0,-0.009232633799677,-0.012048157253237,-0.005868506415712,-0.002307726513277,0,0,0,0
449,4,0,0,0,0,0.8,4,0,-0.021083463051867,-0.006372465277355,0.017277969073804,-0.793902727968112,0,0,0,0,-0.021083463051867,-0.006372465277355,0.017277969073804,0.006097272031888,0,0,0,0
450,4,0,0,0,0,0.8,4,0,-0.007708499988233,-0.029631269908956,-0.011214860659188,-0.823577793439167,0,0,0,0,-0.007708499988233,-0.029631269908956,-0.011214860659188,-0.023577793439167,0,0,0,0
451,4,0,0,0,0,0.8,4,0,-0.0435967731174,0.007531932351487,-0.008171779390272,-0.783571363130932,0,0,0,0,-0.0435967731174,0.007531932351487,-0.008171779390272,0.016428636869068,0,0,0,0
452,4,0,0,0,0,0.8,4,0,-0.029969467870835,-0.005766786313377,0.000317787796267,-0.787124737453332,0,0,0,0,-0.029969467870835,-0.005766786313377,0.000317787796267,0.012875262546668,0,0,0,0
453,4,0,0,0,0,0.8,4,0,-0.001636884541923,-0.026176936721461,0.002695950666815,-0.771120449619571,0,0,0,0,-0.001636884541923,-0.026176936721461,0.002695950666815,0.028879550380429,0,0,0,0
454,4,0,0,0,0,0.8,4,0,0.025083155677581,-0.03202661211542,-0.03396366480311,-0.789536634636003,0,0,0,0,0.025083155677581,-0.03202661211542,-0.03396366480311,0.010463365363997,0,0,0,0
455,4,0,0,0,0,0.8,4,0,0.033786472068075,0.009587220938603,0.012698693609902,-0.807859509224187,0,0,0,0,0.033786472068075,0.009587220938603,0.012698693609902,-0.007859509224187,0,0,0,0
456,4,0,0,0,0,0.8,4,0,0.021647845765494,0.018379932904524,-0.004873641032389,-0.805889624605399,0,0,0,0,0.021647845765494,0.018379932904524,-0.004873641032389,-0.005889624605398,0,0,0,0
457,4,0,0,0,0,0.8,4,0,0.00447679365653,0.035096251812697,0.003813933350433,-0.827826504979953,0,0,0,0,0.00447679365653,0.035096251812697,0.003813933350433,-0.027826504979953,0,0,0,0
458,4,0,0,0,0,0.8,4,0,0.010431235781907,-0.024316138875495,0.031068672662988,-0.769926998388085,0,0,0,0,0.010431235781907,-0.024316138875495,0.031068672662988,0.030073001611915,0,0,0,0
459,4,0,0,0,0,0.8,4,0,0.022245679451366,-0.029319636992265,-0.004552976276524,-0.786601891055209,0,0,0,0,0.022245679451366,-0.029319636992265,-0.004552976276524,0.013398108944791,0,0,0,0
460,4,0,0,0,0,0.8,4,0,0.003847812524926,0.00934916425653,-0.00358702046177,-0.787720632618943,0,0,0,0,0.003847812524926,0.00934916425653,-0.00358702046177,0.012279367381057,0,0,0,0
461,4,0,0,0,0,0.8,4,0,0.023036283039235,-0.010459949427659,-0.009758042213506,-0.781767530124645,0,0,0,0,0.023036283039235,-0.010459949427659,-0.009758042213506,0.018232469875355,0,0,0,0
462,4,0,0,0,0,0.8,4,0,0.030557342072778,-0.004168022898233,-0.001318025102873,-0.789848498094327,0,0,0,0,0.030557342072778,-0.004168022898233,-0.001318025102873,0.010151501905673,0,0,0,0
463,4,0,0,0,0,0.8,4,0,-0.037887711141922,0.026763775866331,0.002023161579542,-0.78642854570484,0,0,0,0,-0.037887711141922,0.026763775866331,0.002023161579542,0.01357145429516,0,0,0,0
464,4,0,0,0,0,0.8,4,0,0.004933138429241,0.037369450153771,-0.029868707171895,-0.799819146623655,0,0,0,0,0.004933138429241,0.037369450153771,-0.029868707171895,0.000180853376345,0,0,0,0
465,4,0,0,0,0,0.8,4,0,0.011255042268045,0.000886807561515,-0.032452892622466,-0.773597707784399,0,0,0,0,0.011255042268045,0.000886807561515,-0.032452892622466,0.026402292215602,0,0,0,0
466,4,0,0,0,0,0.8,4,0,0.011136475136201,-0.021373162679056,2.87173832760126E-05,-0.813338002865883,0,0,0,0,0.011136475136201,-0.021373162679056,2.87173832760126E-05,-0.013338002865883,0,0,0,0
467,4,0,0,0,0,0.8,4,0,-0.002053449901182,-0.00807358690874,-0.010234275330217,-0.811703516312637,0,0,0,0,-0.002053449901182,-0.00807358690874,-0.010234275330217,-0.011703516312637,0,0,0,0
468,4,0,0,0,0,0.8,4,0,-0.006850507391458,-0.001485031556793,0.007575481256098,-0.790175019463499,0,0,0,0,-0.006850507391458,-0.001485031556793,0.007575481256098,0.009824980536501,0,0,0,0
469,4,0,0,0,0,0.8,4,0,0.034329367462064,0.007394814527784,0.017588180420266,-0.773628155488997,0,0,0,0,0.034329367462064,0.007394814527784,0.017588180420266,0.026371844511003,0,0,0,0
470,4,0,0,0,0,0.8,4,0,0.000289599016896,-0.033237360131409,0.028260126470056,-0.806975490674138,0,0,0,0,0.000289599016896,-0.033237360131409,0.028260126470056,-0.006975490674138,0,0,0,0
471,4,0,0,0,0,0.8,4,0,-0.006639129714762,-0.031434202715854,0.029462979014883,-0.802257102419194,0,0,0,0,-0.006639129714762,-0.031434202715854,0.029462979014883,-0.002257102419194,0,0,0,0
472,4,0,0,0,0,0.8,4,0,0.021015680605633,-0.020508810623372,0.010272421212056,-0.815084079674301,0,0,0,0,0.021015680605633,-0.020508810623372,0.010272421212056,-0.015084079674301,0,0,0,0
473,4,0,0,0,0,0.8,4,0,-0.028961226806084,-0.011255628714278,-0.010817053972615,-0.80234608245515,0,0,0,0,-0.028961226806084,-0.011255628714278,-0.010817053972615,-0.00234608245515,0,0,0,0
474,4,0,0,0,0,0.8,4,0,0.007237689659349,-0.00344015282331,0.022363210114414,-0.770654619179523,0,0,0,0,0.007237689659349,-0.00344015282331,0.022363210114414,0.029345380820477,0,0,0,0
475,4,0,0,0,0,0.8,4,0,0.006136572051179,0.022809018330985,-0.006800525688743,-0.782427348358447,0,0,0,0,0.006136572051179,0.022809018330985,-0.006800525688743,0.017572651641553,0,0,0,0
476,4,0,0,0,0,0.8,4,0,-0.023980136428177,-0.00964263607359,0.001795559377669,-0.76720227346739,0,0,0,0,-0.023980136428177,-0.00964263607359,0.001795559377669,0.03279772653261,0,0,0,0
477,4,0,0,0,0,0.8,4,0,-0.012608747884252,-0.000577488579947,-0.013226920208121,-0.826326333794361,0,0,0,0,-0.012608747884252,-0.000577488579947,-0.013226920208121,-0.026326333794361,0,0,0,0
478,4,0,0,0,0,0.8,4,0,-0.01463479822043,0.001093203755786,0.011072113474631,-0.819494708520673,0,0,0,0,-0.01463479822043,0.001093203755786,0.011072113474631,-0.019494708520673,0,0,0,0
479,4,0,0,0,0,0.8,4,0,-0.010856456231766,0.033017022154671,0.011575142120136,-0.754749183461018,0,0,0,0,-0.010856456231766,0.033017022154671,0.011575142120136,0.045250816538982,0,0,0,0
480,4,0,0,0,0,0.8,4,0,-0.017060105383993,0.015884482615379,-0.017134023350007,-0.775633901050774,0,0,0,0,-0.017060105383993,0.015884482615379,-0.017134023350007,0.024366098949226,0,0,0,0
481,4,0,0,0,0,0.8,4,0,-0.033748888540275,0.008715322920218,0.007804022792025,-0.761198495679909,0,0,0,0,-0.033748888540275,0.008715322920218,0.007804022792025,0.038801504320091,0,0,0,0
482,4,0,0,0,0,0.8,4,0,0.006348561429602,-0.015567086677956,0.009693739448997,-0.816245761207319,0,0,0,0,0.006348561429602,-0.015567086677956,0.009693739448997,-0.016245761207319,0,0,0,0
483,4,0,0,0,0,0.8,4,0,-0.005452389875517,0.014354764122757,0.005963112050738,-0.788128107744709,0,0,0,0,-0.005452389875517,0.014354764122757,0.005963112050738,0.011871892255291,0,0,0,0
484,4,0,0,0,0,0.8,4,0,0.00787006346806,-0.040940816046136,0.040049191222737,-0.812617737111549,0,0,0,0,0.00787006346806,-0.040940816046136,0.040049191222737,-0.012617737111549,0,0,0,0
485,4,0,0,0,0,0.8,4,0,-0.03359552985487,0.021809589602666,-0.017683323444091,-0.810166054158795,0,0,0,0,-0.03359552985487,0.021809589602666,-0.017683323444091,-0.010166054158795,0,0,0,0
486,4,0,0,0,0,0.8,4,0,-0.031296565845414,-0.024457976057423,0.012256121306169,-0.802891653813302,0,0,0,0,-0.031296565845414,-0.024457976057423,0.012256121306169,-0.002891653813302,0,0,0,0
487,4,0,0,0,0,0.8,4,0,-0.015330000017585,-0.020382402062249,-0.011246686248355,-0.806737332733498,0,0,0,0,-0.015330000017585,-0.020382402062249,-0.011246686248355,-0.006737332733498,0,0,0,0
488,4,0,0,0,0,0.8,4,0,0.009948097453887,-0.011031489425832,0.023422619451396,-0.766539870504617,0,0,0,0,0.009948097453887,-0.011031489425832,0.023422619451396,0.033460129495383,0,0,0,0
489,4,0,0,0,0,0.8,4,0,0.039594202131921,-0.038119254061234,-0.000186627981757,-0.813280494318545,0,0,0,0,0.039594202131921,-0.038119254061234,-0.000186627981757,-0.013280494318545,0,0,0,0
490,4,0,0,0,0,0.8,4,0,-0.031358993276626,-0.017610944372355,0.040310626829879,-0.746942200697193,0,0,0,0,-0.031358993276626,-0.017610944372355,0.040310626829879,0.053057799302808,0,0,0,0
491,4,0,0,0,0,0.8,4,0,0.014547700560023,-0.025683604347116,-0.014132007529941,-0.823754496283088,0,0,0,0,0.014547700560023,-0.025683604347116,-0.014132007529941,-0.023754496283088,0,0,0,0
492,4,0,0,0,0,0.8,4,0,0.001752122196709,-0.021113176171779,-0.008877910429788,-0.798574009529404,0,0,0,0,0.001752122196709,-0.021113176171779,-0.008877910429788,0.001425990470596,0,0,0,0
493,4,0,0,0,0,0.8,4,0,-0.02988351533935,-0.008093734725222,-0.00239312554715,-0.783116051905966,0,0,0,0,-0.02988351533935,-0.008093734725222,-0.00239312554715,0.016883948094034,0,0,0,0
494,4,0,0,0,0,0.8,4,0,0.004838060733726,0.01305021015096,-0.011368025580974,-0.835891869931136,0,0,0,0,0.004838060733726,0.01305021015096,-0.011368025580974,-0.035891869931136,0,0,0,0
495,4,0,0,0,0,0.8,4,0,-0.014292404592349,0.019236379988493,0.018857655239817,-0.781651981709799,0,0,0,0,-0.014292404592349,0.019236379988493,0.018857655239817,0.018348018290201,0,0,0,0
496,4,0,0,0,0,0.8,4,0,-0.000415978215348,-0.009916766292981,-0.014431691649502,-0.777527728249309,0,0,0,0,-0.000415978215348,-0.009916766292981,-0.014431691649502,0.022472271750691,0,0,0,0
497,4,0,0,0,0,0.8,4,0,0.012118918541203,-0.008086450418954,-0.012057582615904,-0.813580658943425,0,0,0,0,0.012118918541203,-0.008086450418954,-0.012057582615904,-0.013580658943425,0,0,0,0
498,4,0,0,0,0,0.8,4,0,0.025812308244083,0.006130419359292,-0.007038261627866,-0.834717064684238,0,0,0,0,0.025812308244083,0.006130419359292,-0.007038261627866,-0.034717064684238,0,0,0,0
499,4,0,0,0,0,0.8,4,0,0.01394943525115,-0.027712482707801,0.014493415838801,-0.812301478043707,0,0,0,0,0.01394943525115,-0.027712482707801,0.014493415838801,-0.012301478043707,0,0,0,0
500,4,0,0,0,0,0.8,4,0,0.02578269551593,-0.013534544321583,0.010699689855189,-0.814936617269887,0,0,0,0,0.02578269551593,-0.013534544321583,0.010699689855189,-0.014936617269887,0,0,0,0
501,4,0,0,0,0,0.8,4,0,0.02929216123024,0.008635391270358,-0.034048368665259,-0.802919304660605,0,0,0,0,0.02929216123024,0.008635391270358,-0.034048368665259,-0.002919304660605,0,0,0,0
