Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,MA 4-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Fitted MA 6-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff,Diff in MA 6-lag Coeff
314,0,4,0,0,0,0.8,0,4,0,0,0.015349305947588,-0.022890144671521,0.005359081745821,0.791431474109644,0,0,0,0,-0.015349305947588,0.022890144671521,-0.005359081745821,0.008568525890356,0,0
315,0,4,0,0,0,0.8,0,4,0,0,-0.004523391841011,-0.016045785317948,0.014668263285713,0.783983241190823,0,0,0,0,0.004523391841011,0.016045785317948,-0.014668263285713,0.016016758809177,0,0
316,0,4,0,0,0,0.8,0,4,0,0,0.002613827165416,-0.022028747406457,-0.022268084717813,0.816740773382642,0,0,0,0,-0.002613827165416,0.022028747406457,0.022268084717813,-0.016740773382642,0,0
317,0,4,0,0,0,0.8,0,4,0,0,-0.034912078446091,0.012582005539537,0.006971068910887,0.812248244758131,0,0,0,0,0.034912078446091,-0.012582005539537,-0.006971068910887,-0.012248244758131,0,0
318,0,4,0,0,0,0.8,0,4,0,0,0.013714398135467,0.000212103092564,-0.01867267010458,0.814608100996443,0,0,0,0,-0.013714398135467,-0.000212103092564,0.01867267010458,-0.014608100996443,0,0
319,0,4,0,0,0,0.8,0,4,0,0,0.014952495795775,-0.015515743918669,-0.000789449046195,0.797285158712159,0,0,0,0,-0.014952495795775,0.015515743918669,0.000789449046195,0.002714841287841,0,0
320,0,4,0,0,0,0.8,0,4,0,0,0.016520461856177,-0.016137421214488,-0.000669786223031,0.790057615555703,0,0,0,0,-0.016520461856177,0.016137421214488,0.000669786223031,0.009942384444297,0,0
321,0,4,0,0,0,0.8,0,4,0,0,0.007086428142605,-0.009807029488213,-0.060540305806216,0.806912828094001,0,0,0,0,-0.007086428142605,0.009807029488213,0.060540305806216,-0.006912828094001,0,0
322,0,4,0,0,0,0.8,0,4,0,0,0.001840253292744,-0.020117084231929,-0.009291299928004,0.814446012481306,0,0,0,0,-0.001840253292744,0.020117084231929,0.009291299928004,-0.014446012481306,0,0
323,0,4,0,0,0,0.8,0,4,0,0,1.89298350004377E-05,-0.026830620806335,-0.020557428408398,0.809303567691584,0,0,0,0,-1.89298350004377E-05,0.026830620806335,0.020557428408398,-0.009303567691584,0,0
324,0,4,0,0,0,0.8,0,4,0,0,0.012731172608759,-0.028703439799092,0.005971045555833,0.846343633768396,0,0,0,0,-0.012731172608759,0.028703439799092,-0.005971045555833,-0.046343633768396,0,0
325,0,4,0,0,0,0.8,0,4,0,0,-0.034924972704985,-0.011179795938396,-0.006831468898915,0.823657688009151,0,0,0,0,0.034924972704985,0.011179795938396,0.006831468898915,-0.023657688009151,0,0
326,0,4,0,0,0,0.8,0,4,0,0,0.01159513580247,0.002090927039338,0.026236366713756,0.803907292241351,0,0,0,0,-0.01159513580247,-0.002090927039338,-0.026236366713756,-0.003907292241351,0,0
327,0,4,0,0,0,0.8,0,4,0,0,0.008849338550264,0.004612735646584,0.004982431129686,0.847595251623295,0,0,0,0,-0.008849338550264,-0.004612735646584,-0.004982431129686,-0.047595251623295,0,0
328,0,4,0,0,0,0.8,0,6,0,0,0.049550078053197,-0.083087363190347,-0.007881801817471,0.847658856830426,0.086118507154167,-0.114400600266097,0,0,-0.049550078053197,0.083087363190347,0.007881801817471,-0.047658856830426,-0.086118507154167,0.114400600266097
329,0,4,0,0,0,0.8,0,4,0,0,0.011441060024057,0.008814682208704,-0.021805829816725,0.804747227845804,0,0,0,0,-0.011441060024057,-0.008814682208704,0.021805829816725,-0.004747227845804,0,0
330,0,4,0,0,0,0.8,0,4,0,0,0.035772081036907,0.008524895949732,-0.04807123624282,0.767386843339647,0,0,0,0,-0.035772081036907,-0.008524895949732,0.04807123624282,0.032613156660354,0,0
331,0,4,0,0,0,0.8,0,4,0,0,-0.002579339392163,0.014141930713665,0.005049689964642,0.799391088953467,0,0,0,0,0.002579339392163,-0.014141930713665,-0.005049689964642,0.000608911046533,0,0
332,0,4,0,0,0,0.8,0,4,0,0,0.028244017647103,-0.03401876504479,0.009861394972721,0.789545828275193,0,0,0,0,-0.028244017647103,0.03401876504479,-0.009861394972721,0.010454171724807,0,0
333,0,4,0,0,0,0.8,0,4,0,0,-0.000119141264625,-0.025483019681048,-0.038253020757984,0.816918210715742,0,0,0,0,0.000119141264625,0.025483019681048,0.038253020757984,-0.016918210715742,0,0
334,0,4,0,0,0,0.8,0,4,0,0,0.023122707218964,0.01731658525795,-0.012872578016352,0.778875713771655,0,0,0,0,-0.023122707218964,-0.01731658525795,0.012872578016352,0.021124286228345,0,0
335,0,4,0,0,0,0.8,0,4,0,0,-0.009959370539709,-0.012969552037466,-0.014710195739611,0.787913348099506,0,0,0,0,0.009959370539709,0.012969552037466,0.014710195739611,0.012086651900494,0,0
336,0,4,0,0,0,0.8,0,4,0,0,-0.000417467731672,0.005236238560332,-0.015019612671461,0.829765540454183,0,0,0,0,0.000417467731672,-0.005236238560332,0.015019612671461,-0.029765540454183,0,0
337,0,4,0,0,0,0.8,0,4,0,0,-0.025389025236352,-0.002614671942305,0.021701916237747,0.823834353362603,0,0,0,0,0.025389025236352,0.002614671942305,-0.021701916237747,-0.023834353362603,0,0
338,0,4,0,0,0,0.8,0,4,0,0,0.019464992610979,-0.010487444729765,-0.001382082741632,0.817170608879824,0,0,0,0,-0.019464992610979,0.010487444729765,0.001382082741632,-0.017170608879824,0,0
339,0,4,0,0,0,0.8,0,4,0,0,-0.004000487494426,0.047744595154873,-0.022465289504892,0.806860162161111,0,0,0,0,0.004000487494426,-0.047744595154873,0.022465289504892,-0.006860162161111,0,0
340,0,4,0,0,0,0.8,0,4,0,0,0.000677170410586,-0.013460805482115,0.018523901977366,0.822838736339664,0,0,0,0,-0.000677170410586,0.013460805482115,-0.018523901977366,-0.022838736339665,0,0
341,0,4,0,0,0,0.8,0,4,0,0,-0.009050052191925,0.011885761410104,-0.046630769089275,0.817258266596205,0,0,0,0,0.009050052191925,-0.011885761410104,0.046630769089275,-0.017258266596205,0,0
342,0,4,0,0,0,0.8,0,4,0,0,-0.052076039815137,-0.01745399598983,-0.030425404427435,0.731831182570954,0,0,0,0,0.052076039815137,0.01745399598983,0.030425404427435,0.068168817429046,0,0
343,0,4,0,0,0,0.8,0,4,0,0,-9.45975427781159E-05,-0.047172137540412,0.035227244358364,0.784615080497356,0,0,0,0,9.45975427781159E-05,0.047172137540412,-0.035227244358364,0.015384919502644,0,0
344,0,4,0,0,0,0.8,0,4,0,0,0.004529687273968,-0.014489657089577,-0.020794172609034,0.774658627719644,0,0,0,0,-0.004529687273968,0.014489657089577,0.020794172609034,0.025341372280356,0,0
345,0,4,0,0,0,0.8,0,4,0,0,0.000282033741855,-0.01244161993645,-0.03874278143905,0.791725868989281,0,0,0,0,-0.000282033741855,0.01244161993645,0.03874278143905,0.008274131010719,0,0
346,0,4,0,0,0,0.8,0,4,0,0,0.002804569356495,-0.043190781764421,0.007192563613675,0.839924664254431,0,0,0,0,-0.002804569356495,0.043190781764421,-0.007192563613675,-0.039924664254431,0,0
347,0,4,0,0,0,0.8,0,4,0,0,0.005881325811676,-0.012147504642725,0.002438574348638,0.789748521043648,0,0,0,0,-0.005881325811676,0.012147504642725,-0.002438574348638,0.010251478956352,0,0
348,0,4,0,0,0,0.8,0,4,0,0,0.004949572472863,0.035001283781239,0.031171720714167,0.784387359952356,0,0,0,0,-0.004949572472863,-0.035001283781239,-0.031171720714167,0.015612640047644,0,0
349,0,4,0,0,0,0.8,0,4,0,0,-0.006662708980485,-0.025963766083944,0.008717207048319,0.821552013176046,0,0,0,0,0.006662708980485,0.025963766083944,-0.008717207048319,-0.021552013176046,0,0
350,0,4,0,0,0,0.8,0,4,0,0,-0.004629127779652,0.002661217316464,0.021270066136845,0.807738843983301,0,0,0,0,0.004629127779652,-0.002661217316464,-0.021270066136845,-0.007738843983301,0,0
351,0,4,0,0,0,0.8,0,4,0,0,0.037768397551824,0.02490346209049,-0.016382281862121,0.841884108920792,0,0,0,0,-0.037768397551824,-0.02490346209049,0.016382281862121,-0.041884108920792,0,0
352,0,4,0,0,0,0.8,0,4,0,0,0.014604770697534,0.018091387663877,-0.000404535432272,0.796938421055758,0,0,0,0,-0.014604770697534,-0.018091387663877,0.000404535432272,0.003061578944242,0,0
353,0,4,0,0,0,0.8,0,4,0,0,-0.027841291568023,0.016307832020543,-0.034061162185314,0.780474460318507,0,0,0,0,0.027841291568023,-0.016307832020543,0.034061162185314,0.019525539681494,0,0
354,0,4,0,0,0,0.8,0,4,0,0,-0.005091608352431,0.02922121039845,0.022125067370888,0.770598521198414,0,0,0,0,0.005091608352431,-0.02922121039845,-0.022125067370888,0.029401478801586,0,0
355,0,4,0,0,0,0.8,0,4,0,0,-0.002669662716307,-2.58696922747772E-05,-0.009202805376204,0.790684019558888,0,0,0,0,0.002669662716307,2.58696922747772E-05,0.009202805376204,0.009315980441112,0,0
356,0,4,0,0,0,0.8,1,4,0.105650849749994,0,-0.064596706336639,0.002109016092463,0.009649871435981,0.781080235565084,0,0,0.105650849749994,0,0.064596706336639,-0.002109016092463,-0.009649871435981,0.018919764434916,0,0
357,0,4,0,0,0,0.8,0,4,0,0,-0.05141822606993,0.027759600816836,-0.004796430923049,0.800878905723468,0,0,0,0,0.05141822606993,-0.027759600816836,0.004796430923049,-0.000878905723468,0,0
358,0,4,0,0,0,0.8,0,4,0,0,0.006466384288075,0.002005144459727,-0.032326726129907,0.817074529006803,0,0,0,0,-0.006466384288075,-0.002005144459727,0.032326726129907,-0.017074529006803,0,0
359,0,4,0,0,0,0.8,0,4,0,0,0.006840774805083,-0.008101250814726,-0.002096737639025,0.790667327191154,0,0,0,0,-0.006840774805083,0.008101250814726,0.002096737639025,0.009332672808846,0,0
360,0,4,0,0,0,0.8,0,4,0,0,0.01337400153513,0.000120739041044,0.000479983413011,0.779151160798205,0,0,0,0,-0.01337400153513,-0.000120739041044,-0.000479983413011,0.020848839201795,0,0
361,0,4,0,0,0,0.8,0,4,0,0,0.042428545178133,-0.009121147644796,0.033800123717319,0.81908956317689,0,0,0,0,-0.042428545178133,0.009121147644796,-0.033800123717319,-0.01908956317689,0,0
362,0,4,0,0,0,0.8,0,4,0,0,0.019903004704657,-0.0303145696464,-0.029310776258415,0.782156968942615,0,0,0,0,-0.019903004704657,0.0303145696464,0.029310776258415,0.017843031057385,0,0
363,0,4,0,0,0,0.8,0,4,0,0,-0.017602281423603,-0.002199245021866,0.049026293368711,0.799999568661577,0,0,0,0,0.017602281423603,0.002199245021866,-0.049026293368711,4.31338423312333E-07,0,0
364,0,4,0,0,0,0.8,0,4,0,0,-0.007195108602972,0.011967210790519,-0.021309286600738,0.824465241434901,0,0,0,0,0.007195108602972,-0.011967210790519,0.021309286600738,-0.024465241434901,0,0
365,0,4,0,0,0,0.8,0,4,0,0,0.007485299137935,-0.011898938213424,0.016447995359445,0.773072383617347,0,0,0,0,-0.007485299137935,0.011898938213424,-0.016447995359445,0.026927616382653,0,0
366,0,4,0,0,0,0.8,0,4,0,0,0.006869468837367,-0.003581530895262,0.01801699131835,0.795162906713601,0,0,0,0,-0.006869468837367,0.003581530895262,-0.01801699131835,0.004837093286399,0,0
367,0,4,0,0,0,0.8,0,4,0,0,-0.01279417801203,-0.012126208142811,0.004730842018115,0.799143091665789,0,0,0,0,0.01279417801203,0.012126208142811,-0.004730842018115,0.000856908334211,0,0
368,0,4,0,0,0,0.8,0,4,0,0,-0.020626584486958,0.008799818614609,-0.019445209422904,0.800293593854238,0,0,0,0,0.020626584486958,-0.008799818614609,0.019445209422904,-0.000293593854238,0,0
369,0,4,0,0,0,0.8,0,4,0,0,0.012398520630878,-0.002243508779831,0.008572848153269,0.822667200764836,0,0,0,0,-0.012398520630878,0.002243508779831,-0.008572848153269,-0.022667200764837,0,0
370,0,4,0,0,0,0.8,0,4,0,0,0.009154486711354,0.014085972628084,0.021305219402829,0.77331067101635,0,0,0,0,-0.009154486711354,-0.014085972628084,-0.021305219402829,0.02668932898365,0,0
371,0,4,0,0,0,0.8,0,4,0,0,-0.006262155954058,-0.002969786459884,-0.01140941496685,0.815993607414311,0,0,0,0,0.006262155954058,0.002969786459884,0.01140941496685,-0.015993607414311,0,0
372,0,4,0,0,0,0.8,0,4,0,0,-0.005482055714182,-0.017479190081255,0.001130531014402,0.803378809364025,0,0,0,0,0.005482055714182,0.017479190081255,-0.001130531014402,-0.003378809364025,0,0
373,0,4,0,0,0,0.8,0,4,0,0,0.021576735903755,0.008726106344606,0.0046973492029,0.786113294810548,0,0,0,0,-0.021576735903755,-0.008726106344606,-0.0046973492029,0.013886705189452,0,0
374,0,4,0,0,0,0.8,0,4,0,0,0.024015807934959,-0.054841916846879,-0.001350897218251,0.803747548089213,0,0,0,0,-0.024015807934959,0.054841916846879,0.001350897218251,-0.003747548089213,0,0
375,0,4,0,0,0,0.8,0,4,0,0,-0.025872969535087,0.007894594751068,-0.034958420820191,0.814440573461701,0,0,0,0,0.025872969535087,-0.007894594751068,0.034958420820191,-0.014440573461701,0,0
376,0,4,0,0,0,0.8,0,4,0,0,-0.010672287510784,-0.02122892867088,-0.007585653991653,0.805287031082796,0,0,0,0,0.010672287510784,0.02122892867088,0.007585653991653,-0.005287031082796,0,0
377,0,4,0,0,0,0.8,0,4,0,0,0.016308840347902,-0.005809844370178,-0.002013330798038,0.801040239317438,0,0,0,0,-0.016308840347902,0.005809844370178,0.002013330798038,-0.001040239317438,0,0
378,0,4,0,0,0,0.8,0,4,0,0,-0.006045057789864,-0.020361233899187,-0.017859584615676,0.799830680842352,0,0,0,0,0.006045057789864,0.020361233899187,0.017859584615676,0.000169319157648,0,0
379,0,4,0,0,0,0.8,0,4,0,0,0.002554942613055,0.021022112190837,0.001542391747646,0.798385541652781,0,0,0,0,-0.002554942613055,-0.021022112190837,-0.001542391747646,0.001614458347219,0,0
380,0,4,0,0,0,0.8,0,4,0,0,0.019745599264633,-0.001361101511603,-0.003235233513939,0.796230350762784,0,0,0,0,-0.019745599264633,0.001361101511603,0.003235233513939,0.003769649237216,0,0
381,0,4,0,0,0,0.8,0,4,0,0,0.018712538162516,0.020777637822555,-0.000117223037076,0.750330431788289,0,0,0,0,-0.018712538162516,-0.020777637822555,0.000117223037076,0.049669568211711,0,0
382,0,4,0,0,0,0.8,0,4,0,0,0.016791511703882,0.025948537565701,0.000195884053824,0.783338875152182,0,0,0,0,-0.016791511703882,-0.025948537565701,-0.000195884053824,0.016661124847818,0,0
383,0,4,0,0,0,0.8,0,4,0,0,-0.02249333449409,0.010302240087121,0.03193312119944,0.820259821426412,0,0,0,0,0.02249333449409,-0.010302240087121,-0.03193312119944,-0.020259821426412,0,0
384,0,4,0,0,0,0.8,0,4,0,0,0.012525952512427,0.005838694252048,-0.011945137679663,0.812574424558623,0,0,0,0,-0.012525952512427,-0.005838694252048,0.011945137679663,-0.012574424558623,0,0
385,0,4,0,0,0,0.8,0,4,0,0,0.005654295006774,0.001696882456324,-0.00403055125175,0.789174532869138,0,0,0,0,-0.005654295006774,-0.001696882456324,0.00403055125175,0.010825467130862,0,0
386,0,4,0,0,0,0.8,0,4,0,0,-0.016126021422988,-0.012719020883314,0.004886238062732,0.804600196236779,0,0,0,0,0.016126021422988,0.012719020883314,-0.004886238062732,-0.004600196236779,0,0
387,0,4,0,0,0,0.8,0,4,0,0,0.019506963148258,-0.005663963162246,0.014960488812589,0.83300544511634,0,0,0,0,-0.019506963148258,0.005663963162246,-0.014960488812589,-0.03300544511634,0,0
388,0,4,0,0,0,0.8,0,4,0,0,0.040559033902645,-0.002568563291462,0.021776649033518,0.772701259197478,0,0,0,0,-0.040559033902645,0.002568563291462,-0.021776649033518,0.027298740802522,0,0
389,0,4,0,0,0,0.8,0,4,0,0,-0.007100165522522,0.010969090567777,-0.000999620239679,0.789385938927604,0,0,0,0,0.007100165522522,-0.010969090567777,0.000999620239679,0.010614061072396,0,0
390,0,4,0,0,0,0.8,0,4,0,0,-0.017764886107534,0.016938032209972,0.019945435090573,0.812055597861998,0,0,0,0,0.017764886107534,-0.016938032209972,-0.019945435090573,-0.012055597861999,0,0
391,0,4,0,0,0,0.8,0,4,0,0,0.023725405146319,-0.02427257262385,0.0020200179391,0.780890835622364,0,0,0,0,-0.023725405146319,0.02427257262385,-0.0020200179391,0.019109164377636,0,0
392,0,4,0,0,0,0.8,0,4,0,0,-0.03513466589077,0.003297729886706,-0.017730679939039,0.804850949735588,0,0,0,0,0.03513466589077,-0.003297729886706,0.017730679939039,-0.004850949735587,0,0
393,0,4,0,0,0,0.8,0,4,0,0,-0.024493766498935,0.01229138234304,-0.016504635611317,0.804804043929021,0,0,0,0,0.024493766498935,-0.01229138234304,0.016504635611317,-0.004804043929021,0,0
394,0,4,0,0,0,0.8,0,4,0,0,0.005371688374185,0.00225711454883,0.014463987133365,0.80915561371937,0,0,0,0,-0.005371688374185,-0.00225711454883,-0.014463987133365,-0.00915561371937,0,0
395,0,4,0,0,0,0.8,0,4,0,0,-0.017730443807621,-0.016131272156614,-0.015093306480358,0.760852019490639,0,0,0,0,0.017730443807621,0.016131272156614,0.015093306480358,0.039147980509361,0,0
396,0,4,0,0,0,0.8,0,4,0,0,0.01480339961751,-0.013888973973657,-0.008110837789256,0.794443565780247,0,0,0,0,-0.01480339961751,0.013888973973657,0.008110837789256,0.005556434219753,0,0
397,0,4,0,0,0,0.8,0,4,0,0,0.000330311463545,0.004155031719677,-0.055521111962949,0.804569775668772,0,0,0,0,-0.000330311463545,-0.004155031719677,0.055521111962949,-0.004569775668772,0,0
398,0,4,0,0,0,0.8,0,4,0,0,0.003620293576919,0.035021348554049,-0.020534414637954,0.810901865767412,0,0,0,0,-0.003620293576919,-0.035021348554049,0.020534414637954,-0.010901865767412,0,0
399,0,4,0,0,0,0.8,0,5,0,0,0.059528213837502,-0.028797252454966,-0.001141074106327,0.808853469589963,0.095826184046969,0,0,0,-0.059528213837502,0.028797252454966,0.001141074106327,-0.008853469589963,-0.095826184046969,0
400,0,4,0,0,0,0.8,0,4,0,0,0.028076088554358,0.02351027687419,-0.047996750178704,0.810058056363098,0,0,0,0,-0.028076088554358,-0.02351027687419,0.047996750178704,-0.010058056363098,0,0
401,0,4,0,0,0,0.8,0,4,0,0,0.021288739402625,0.005330138052859,-0.001062725933414,0.797825918594489,0,0,0,0,-0.021288739402625,-0.005330138052859,0.001062725933414,0.002174081405511,0,0
402,0,4,0,0,0,0.8,0,4,0,0,0.040805985393672,-0.021492564068798,0.013105015003231,0.78693450931056,0,0,0,0,-0.040805985393672,0.021492564068798,-0.013105015003231,0.01306549068944,0,0
403,0,4,0,0,0,0.8,0,4,0,0,-0.023569371598238,0.014755320166948,-0.01902045371776,0.777268851351434,0,0,0,0,0.023569371598238,-0.014755320166948,0.01902045371776,0.022731148648566,0,0
404,0,4,0,0,0,0.8,0,4,0,0,-0.030484088881116,-0.016737214887912,-0.035599678628451,0.790014802024874,0,0,0,0,0.030484088881116,0.016737214887912,0.035599678628451,0.009985197975126,0,0
405,0,4,0,0,0,0.8,0,4,0,0,0.016793860091098,0.041282203100196,0.003477326165854,0.801010220769569,0,0,0,0,-0.016793860091098,-0.041282203100196,-0.003477326165854,-0.001010220769569,0,0
406,0,4,0,0,0,0.8,0,4,0,0,-0.009490112304835,0.002266016445991,-0.002412715956039,0.797949604237508,0,0,0,0,0.009490112304835,-0.002266016445991,0.002412715956039,0.002050395762492,0,0
407,0,4,0,0,0,0.8,0,4,0,0,-0.02923057365467,0.007436126687647,-0.008501818252564,0.776861857378021,0,0,0,0,0.02923057365467,-0.007436126687647,0.008501818252564,0.02313814262198,0,0
408,0,4,0,0,0,0.8,0,4,0,0,-0.026153513337529,-0.001833103157821,0.002702237732873,0.787018620669648,0,0,0,0,0.026153513337529,0.001833103157821,-0.002702237732873,0.012981379330353,0,0
409,0,4,0,0,0,0.8,0,4,0,0,0.042192679183799,0.000568741500393,0.008708915639026,0.834976260236174,0,0,0,0,-0.042192679183799,-0.000568741500393,-0.008708915639026,-0.034976260236175,0,0
410,0,4,0,0,0,0.8,0,4,0,0,0.0410377658431,-0.007159344425626,-0.013268831736602,0.829008907177348,0,0,0,0,-0.0410377658431,0.007159344425626,0.013268831736602,-0.029008907177348,0,0
411,0,4,0,0,0,0.8,0,4,0,0,0.017713906805591,-0.004005519413898,-0.000535723870652,0.827958704402253,0,0,0,0,-0.017713906805591,0.004005519413898,0.000535723870652,-0.027958704402253,0,0
412,0,4,0,0,0,0.8,0,4,0,0,-0.010778247350442,0.013669942482635,-0.004297701661514,0.796727118052953,0,0,0,0,0.010778247350442,-0.013669942482635,0.004297701661514,0.003272881947047,0,0
413,0,4,0,0,0,0.8,0,4,0,0,0.037928332137406,-0.022208125878963,-0.039934438757723,0.80181870654295,0,0,0,0,-0.037928332137406,0.022208125878963,0.039934438757723,-0.00181870654295,0,0
414,0,4,0,0,0,0.8,0,4,0,0,0.021218376002559,0.029044537336924,0.017438714401453,0.812271357677657,0,0,0,0,-0.021218376002559,-0.029044537336924,-0.017438714401453,-0.012271357677657,0,0
415,0,4,0,0,0,0.8,0,4,0,0,-0.029055677771535,-0.003936682001893,0.002518988641374,0.81142536977668,0,0,0,0,0.029055677771535,0.003936682001893,-0.002518988641374,-0.01142536977668,0,0
416,0,4,0,0,0,0.8,0,4,0,0,0.014048071378625,0.020632487828307,0.036428032345293,0.821627656688171,0,0,0,0,-0.014048071378625,-0.020632487828307,-0.036428032345293,-0.021627656688171,0,0
417,0,4,0,0,0,0.8,0,4,0,0,-0.045894378564235,0.030216687690334,-0.010297962769639,0.805459345314664,0,0,0,0,0.045894378564235,-0.030216687690334,0.010297962769639,-0.005459345314664,0,0
418,0,4,0,0,0,0.8,0,4,0,0,-0.004157722520698,-0.006030676033911,-0.024448462449432,0.817217873176413,0,0,0,0,0.004157722520698,0.006030676033911,0.024448462449432,-0.017217873176414,0,0
419,0,4,0,0,0,0.8,0,4,0,0,-0.000409306988285,0.002404983325307,-0.013663783999207,0.804199497601095,0,0,0,0,0.000409306988285,-0.002404983325307,0.013663783999207,-0.004199497601095,0,0
420,0,4,0,0,0,0.8,0,4,0,0,-0.015836430003317,0.003772958986182,-0.026047338149914,0.824938611360014,0,0,0,0,0.015836430003317,-0.003772958986182,0.026047338149914,-0.024938611360015,0,0
421,0,4,0,0,0,0.8,0,4,0,0,-0.025720642006877,-0.000759056110838,-0.006690403947998,0.795498688939025,0,0,0,0,0.025720642006877,0.000759056110838,0.006690403947998,0.004501311060975,0,0
422,0,4,0,0,0,0.8,0,4,0,0,0.008635727918124,0.023220919630695,-0.007298705671607,0.79988201190706,0,0,0,0,-0.008635727918124,-0.023220919630695,0.007298705671607,0.00011798809294,0,0
423,0,4,0,0,0,0.8,0,4,0,0,-0.029143189745009,-0.00270817016374,-0.032117873957352,0.818745331310284,0,0,0,0,0.029143189745009,0.00270817016374,0.032117873957352,-0.018745331310284,0,0
424,0,4,0,0,0,0.8,0,4,0,0,0.007881401332082,0.026383869049417,0.015020931761038,0.83223193101869,0,0,0,0,-0.007881401332082,-0.026383869049417,-0.015020931761038,-0.03223193101869,0,0
425,0,4,0,0,0,0.8,0,4,0,0,0.03552806514534,-0.018121754790154,-0.018187659556502,0.774255122168576,0,0,0,0,-0.03552806514534,0.018121754790154,0.018187659556502,0.025744877831424,0,0
426,0,4,0,0,0,0.8,0,4,0,0,0.014070118702121,-8.29159472949388E-06,-0.008532384484065,0.796303284208781,0,0,0,0,-0.014070118702121,8.29159472949388E-06,0.008532384484065,0.003696715791219,0,0
427,0,4,0,0,0,0.8,0,4,0,0,-0.012775697284013,0.022090378672746,-0.043861447538102,0.826611123129247,0,0,0,0,0.012775697284013,-0.022090378672746,0.043861447538102,-0.026611123129247,0,0
428,0,4,0,0,0,0.8,0,4,0,0,-0.004436483820069,-0.017460801326782,-0.008119510753545,0.79291629468444,0,0,0,0,0.004436483820069,0.017460801326782,0.008119510753545,0.00708370531556,0,0
429,0,4,0,0,0,0.8,0,4,0,0,-0.031545835008684,0.024556805046131,0.011675366373177,0.803707207030357,0,0,0,0,0.031545835008684,-0.024556805046131,-0.011675366373177,-0.003707207030357,0,0
430,0,4,0,0,0,0.8,0,4,0,0,0.00352349020865,-0.001317947960767,0.007521200597565,0.809885294323146,0,0,0,0,-0.00352349020865,0.001317947960767,-0.007521200597565,-0.009885294323146,0,0
431,0,4,0,0,0,0.8,0,4,0,0,-0.026969682931181,-0.01430067212404,-0.013295361144347,0.804072027052317,0,0,0,0,0.026969682931181,0.01430067212404,0.013295361144347,-0.004072027052317,0,0
432,0,4,0,0,0,0.8,0,4,0,0,-0.002715004441095,0.006342872205618,0.027386429116146,0.802045831711732,0,0,0,0,0.002715004441095,-0.006342872205618,-0.027386429116146,-0.002045831711732,0,0
433,0,4,0,0,0,0.8,0,4,0,0,0.010848916123365,0.014566949401466,-0.011232504569728,0.804654858906854,0,0,0,0,-0.010848916123365,-0.014566949401466,0.011232504569728,-0.004654858906854,0,0
434,0,4,0,0,0,0.8,0,4,0,0,-0.033978799723128,-0.010453806017289,-0.045773916425717,0.78872301134038,0,0,0,0,0.033978799723128,0.010453806017289,0.045773916425717,0.01127698865962,0,0
435,0,4,0,0,0,0.8,0,4,0,0,0.012101407166474,-0.018964410964891,-0.015936283988921,0.82298574385559,0,0,0,0,-0.012101407166474,0.018964410964891,0.015936283988921,-0.02298574385559,0,0
436,0,4,0,0,0,0.8,0,4,0,0,-0.026800228650979,-0.047811630476913,0.029375209589288,0.799988428031766,0,0,0,0,0.026800228650979,0.047811630476913,-0.029375209589288,1.157196823387E-05,0,0
437,0,4,0,0,0,0.8,0,4,0,0,0.001323507219588,0.006376621228503,0.022771083186082,0.788973334574767,0,0,0,0,-0.001323507219588,-0.006376621228503,-0.022771083186082,0.011026665425234,0,0
438,0,4,0,0,0,0.8,0,4,0,0,0.029065060927779,-0.002693586276167,-0.015109937118585,0.813068533570044,0,0,0,0,-0.029065060927779,0.002693586276167,0.015109937118585,-0.013068533570044,0,0
439,0,4,0,0,0,0.8,0,4,0,0,0.025084833220897,-0.0146500113902,-0.014326779016889,0.801631855753846,0,0,0,0,-0.025084833220897,0.0146500113902,0.014326779016889,-0.001631855753846,0,0
440,0,4,0,0,0,0.8,0,4,0,0,0.009579242313563,-0.03836541494851,0.007255605130232,0.822195007543234,0,0,0,0,-0.009579242313563,0.03836541494851,-0.007255605130232,-0.022195007543234,0,0
441,0,4,0,0,0,0.8,0,4,0,0,-0.005393436185502,0.006778780058635,-0.004220889905205,0.783660630589592,0,0,0,0,0.005393436185502,-0.006778780058635,0.004220889905205,0.016339369410408,0,0
442,0,4,0,0,0,0.8,0,4,0,0,0.001815770418517,0.010774082450368,0.000785430217164,0.796583441361515,0,0,0,0,-0.001815770418517,-0.010774082450368,-0.000785430217164,0.003416558638486,0,0
443,0,4,0,0,0,0.8,0,4,0,0,0.000912711761186,-0.032174077521961,0.004068992977021,0.832506823454288,0,0,0,0,-0.000912711761186,0.032174077521961,-0.004068992977021,-0.032506823454288,0,0
444,0,4,0,0,0,0.8,0,4,0,0,0.014315656608241,-0.040505290684529,-0.043488873064487,0.799372018521914,0,0,0,0,-0.014315656608241,0.040505290684529,0.043488873064487,0.000627981478086,0,0
